mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-341.7207,138.09898,-42.422707,30.644405,-10.032223,-10.219677,-31.09617,-8.828475,-19.673023,-0.30495876,-3.5505176,-2.1718485,1.6537788,-4.3425007,-3.9318101,-8.168191,-3.6004424,-2.5688555,-1.5547303,-4.704275,Kalyani
-100.78107,167.99623,-9.143314,38.85461,-30.284988,43.654305,-13.486473,16.685925,-16.180851,9.164815,-3.7836506,-2.7428105,10.361299,-2.35058,23.211973,-7.301328,15.491854,-1.8274299,5.2085395,1.567151,kalyani
-125.744286,171.72746,-3.680203,42.725803,-18.458961,34.633236,-11.738269,15.824433,-11.132391,8.484166,-5.0291705,-2.47187,6.6089377,-6.4070034,13.692082,-9.92835,12.777274,2.4228394,13.38192,3.7096224,kalyani
-146.61258,171.49928,-0.6996789,55.20035,-12.755337,9.5322,-8.580025,26.411476,-6.1951575,11.164455,-4.571863,-8.041123,-0.1188206,-7.242346,5.907925,-11.425305,10.805255,-0.94962436,11.955512,3.7128909,kalyani
-141.86827,178.54814,-7.8713384,37.099285,-5.2561884,27.060837,-7.47777,13.846706,-0.11085734,14.791409,-13.910613,-5.191782,7.549905,-5.5325093,13.153144,-8.1370125,7.882737,-3.7687612,0.43624878,-5.195871,kalyani
-149.97887,178.84016,-9.086572,34.70174,-4.2461157,27.047865,-8.384467,12.283986,4.706946,13.284652,-7.2181034,-2.9563751,3.9639513,-8.007381,10.620294,-4.8165956,6.4705515,-0.23891048,6.808352,0.28558123,kalyani
-119.13846,165.5081,-30.98646,36.535954,-7.266754,38.970196,-16.751204,9.325916,-4.486615,30.044472,17.97017,-6.5459747,0.30928153,-10.762349,2.3229532,-9.620592,1.6830345,-11.406327,9.237544,5.9291925,kalyani
-131.84015,165.50958,-18.300808,41.854836,-9.815814,28.035084,-15.661883,12.792468,-3.1500993,15.974772,15.416305,0.2904728,4.3730083,-4.0691705,1.0592577,-12.65246,-0.74788254,-11.14253,4.0520353,-0.16060992,kalyani
-152.23033,172.69044,-6.521838,40.35584,-13.991725,30.567436,-7.7460294,16.961727,0.32496303,9.342689,-5.2932644,-3.7766979,1.2496552,-8.299611,13.962681,2.454079,19.01161,1.1328987,3.9343894,-8.254478,kalyani
-205.45645,162.36345,-6.1093664,52.59704,-16.89698,16.243862,-15.616746,8.911039,-11.055847,1.2801592,-15.8285,-14.912738,-11.271733,-19.564613,7.9911356,-1.1946574,15.485939,-0.82311904,3.6476152,-7.581316,kalyani
-185.17238,155.11433,-20.41632,47.944733,-22.000664,5.094391,-22.060238,7.9054847,-19.491331,-0.10272683,-18.221119,-14.128868,-14.557927,-18.89297,14.029602,-7.194608,9.233381,-4.6161423,3.9294734,-10.395238,kalyani
-331.48734,113.47816,-34.967777,24.40553,-11.153191,-33.095184,-16.08001,-15.7102585,-16.44392,0.43298858,-4.652004,2.409132,10.127553,-4.0822897,-8.414144,-2.860326,-3.2103302,-4.4906535,0.016166333,-5.167423,Kalyani
-173.1363,140.02873,-24.888065,42.87519,-23.963684,14.247143,-28.500975,0.60564655,-25.350342,5.18623,7.177607,-11.402881,-12.314207,-15.557337,6.8140574,-11.513116,-13.170189,-23.141476,6.7338285,3.8770916,kalyani
-92.447655,164.82909,-33.960354,57.587322,-20.267757,25.35658,-14.994943,30.14583,0.090619974,16.335653,1.591478,-15.378954,-6.7313275,-8.129527,15.653126,0.5396552,17.55149,1.8799354,14.109009,-7.1447935,kalyani
-97.870155,169.34885,-35.345783,49.672455,-20.192343,29.189882,-12.01037,26.87788,1.609591,11.689552,-3.199364,-13.782831,-1.3626869,-2.452728,17.06053,0.42969838,14.263179,-5.529273,3.5314112,-4.6136436,kalyani
-172.3951,158.8699,-20.740934,55.715675,-7.8646717,12.209649,-19.174889,6.5160656,-20.586565,0.5636009,-4.922799,-9.482037,-0.15942128,-7.474183,2.1449199,-10.629584,4.7849274,-12.131972,-0.9429986,-4.832638,kalyani
-242.10204,130.24356,-16.541853,43.295475,-18.870243,29.034912,-22.97693,8.724506,-12.519977,-4.4893913,-17.382917,-15.113834,-1.0732238,-10.05442,16.611656,4.712971,12.189473,-3.549148,0.6774964,-13.345109,kalyani
-304.38303,124.56988,11.77797,64.40709,0.0040302984,27.760195,-11.230038,10.584631,-16.06899,-7.301699,-12.756278,-16.955692,-6.6895294,-13.914327,-5.547266,-19.606726,-2.811025,-10.767614,1.8441119,-1.7030951,kalyani
-289.50012,116.81949,15.959771,71.324104,-11.375624,10.682052,-7.741038,19.097517,-22.460087,-4.063169,-7.882826,-25.961967,-8.221585,-7.525107,4.385169,4.321319,15.98624,1.4904819,7.7956657,-14.63062,kalyani
-312.48032,133.01166,2.2350032,46.46266,-4.632899,33.00119,-17.277548,12.977501,-7.943861,-0.8274131,-14.80653,-17.870829,-10.849025,-22.765104,-3.4476764,-9.240894,12.841883,5.093617,10.527929,-7.385519,kalyani
-379.4035,111.3986,19.661251,67.816376,6.3300567,39.820457,-3.37701,18.951834,-2.669038,6.8831277,2.0969539,-4.938329,0.58461785,-11.214207,2.5647764,-9.12032,4.832014,-3.5145385,5.4157796,0.7029095,kalyani
-296.34573,142.98619,-46.33676,11.862296,-12.17521,-20.753218,-39.65152,-18.359854,-10.548238,-5.436884,-5.0709147,0.4086486,6.1111846,-2.6705246,-12.444451,-11.513925,0.21709767,-7.2712255,-1.1705263,-4.678784,Kalyani
-296.12418,151.39099,-45.64261,20.911095,-14.141511,-19.657936,-35.7244,-9.971861,-18.40354,-6.102328,-5.58572,-3.2975867,6.900591,-5.753339,-15.744505,-8.121631,2.0533626,-10.128052,-1.1199473,-4.7688255,Kalyani
-305.06418,124.25494,-50.761562,18.618063,-11.180846,-21.946524,-31.834835,-15.795768,-7.7733192,-6.92906,-7.9868665,4.782159,4.6525564,-3.488953,-10.344596,-9.720716,1.7408315,-9.01116,-2.7882318,-3.7006865,Kalyani
-267.79614,146.58444,-49.73227,16.565517,-17.876127,-25.201057,-34.132523,-17.834755,-14.377633,-4.339996,-11.048614,-5.4112287,3.8174682,-6.8954983,-15.015987,-11.55095,3.1428192,-4.079958,-1.6978899,-4.549097,Kalyani
-305.31088,144.85396,-48.60848,21.300491,-17.730654,-21.244316,-33.65896,-7.1357303,-16.566256,-7.317212,-5.4797025,-1.4897916,4.9120646,-5.6123805,-13.380585,-7.5206323,2.5604644,-9.784092,1.3477013,-1.1703061,Kalyani
-275.66785,176.07484,4.9921913,38.05891,-20.776548,25.416494,-16.424007,12.888459,-16.161339,1.071733,-11.643781,-13.078866,4.3263936,-8.1094055,5.2507334,-14.12546,4.8394017,-10.5710335,-2.98353,-9.790717,kalyani
-335.72635,114.12318,-36.363415,19.966692,-2.3399265,-23.751953,-25.098246,-13.7299185,-13.836946,-2.962463,-4.9486303,0.026677037,5.199447,-3.5721002,-5.305083,-7.2723246,-3.6322455,-2.0347047,-1.2874373,-4.465157,Kalyani
